city,country,reviewer,review_comments,review_title,streetaddr,score,name,reviewer_origin,post_date,postcode,scrapday
Kuala Lumpur,Malaysia,Shivank17,"Garden residences are one of a kind, with apartment style living, they're spacious 5-star apartments conveniently located next to their hotel and Mid-Valley mall. Spacious rooms with decent amenities and a good kitchen/living room make for additional comfort.",Spacious Apartments with good amenities.,Lingkaran Syed Putra,5,The Gardens Hotel & Residences,"Johor Bahru, Malaysia",2015-08-23,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,Journey902,"Very nice luxurious hotel in KK. It's convenient as they located between shopping mall with easy access transport such as Kon and taxi.price is consider cheap if compare to other 5star hotel such as Hilton , Shangri la.... Room is nice n comfort with bathroom ; I like their bathtub... Didn't try their restaurant as I eat outside everday... Will definitely come back to stay again...",Very nice hotel,Lingkaran Syed Putra,5,The Gardens Hotel & Residences,"Kota Kinabalu, Malaysia",2015-08-22,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,itsalltim,This hotel is only a 5 star defined by amenities. It's maximum 4 stars by international standard. The place is probably built in the late 80s and has never updated since then. Breakfast is so-so and crowded. The gym is spacious but not much equipment. The swimming pool is useless because of the major construction right opposite the hotel.The only good thing is that it is directly linked to the two main shopping malls.So if u are looking for an affordable hotel next to the shopping mall. This is the place.,Not a 5 star,Lingkaran Syed Putra,3,The Gardens Hotel & Residences,Hong Kong,2015-08-20,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,specialist11,"Stayed here over the weekend and i must say i was very impressed indeed. Well appointed rooms, quick check in. Fab breakfast with a big selection of asian and western dishes, friendly service and clean rooms. All in all a great hotel for the price, very good value i must say. Will be back soon.",5 star hotel indeed.,Lingkaran Syed Putra,5,The Gardens Hotel & Residences,KL,2015-08-19,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,icca_10,"We checked in on the 14 till the 17th of Aug, the check in was fast and friendly, the receptionist was friendly and jovial. The bellman helped us with our luggage n was also very courteous. Our room was spacious and the bath was nice. Got a high floor and the view was lovely. Had breakfast at the Spread and again, the variety was massive. Eggs done any way we liked it, fresh pratha made on the spot, this time they even had dhosai which was yummy indeed. Freshly baked croissants hot off the oven, and the almond croissants were to die for! Staff were friendly and welcoming. They even remembered me from my last visit. Next day we went up to the lounge for brekkie n it was good too, albeit with a smaller variety, but hey, how much can one have for breakfast. The staff were attentive n the guy behind the egg counter was made the fluffiest omelettes. The pool was of a decent size and the gym was well equipped. my only hope is that they could provide some free parking or at least some parking bays for hotel guests, finding a parking bay was quite a task I must say. Other than that, the hotel is very very impressive. The main reason why I choose this hotel is because of its people, the maids, waitstaff, receptionist and cooks, they know how to make their guest feel special indeed. Oh the shopping at the mall helps too.",Another lovely stay,Lingkaran Syed Putra,5,The Gardens Hotel & Residences,"Sydney, Australia",2015-08-19,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,Sheralyn A,"I'm currently a guest at this hotel on a business trip and will be here for the next 4 nights. I was previously here for 11 days at the start of August 2015 (a little over a week ago) and my stay was fine. However, I last night was my first night back here and I found 1) a lipstick stain on my pillow, and 2) a pubic hair on my bed. Not keen on finding out what went on there but it's pretty evident that the sheets were not changed and that is rather upsetting.Then I went to breakfast this morning in anticipation of the Roti Canai with curry which I liked before. I scooped a ladle of curry and there was a mid-sized cockroach floating on the surface. I told the kitchen staff behind the counter and she took the pot away. I watched them from my table, and sure enough, she put the clay pot back on display after 5 minutes. I can't say for sure that it's the same pot, but I'm sure odds are it is. I'm disappointed with my stay this time around.","Great location, comfortable - BUT..",Lingkaran Syed Putra,3,The Gardens Hotel & Residences,"Singapore, Singapore",2015-08-17,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,DrLincoln,"We stayed at the St Giles Residences in a premier 2 room serviced apartment. We had a poor start when we arrived at 8pm and our room wasn't ready. But the manager did a great service recovery buy offering us free dinner at the hotel restaurant, while we waited for our room.The room was huge, with a fully functional kitchen, with everything you need for a family and baby. The mattresses were just the right firmness, with a soft pillow and a firm support pillow - which ensured we all slept very well - many hotels have mattress that are too soft with not enough support.The location is perfect - there is the Gardens mall and Midvalley Megamall within 2-3minutes walk. All the different varieties of food and retail are available. There is a ncie variety of good breakfast places such as Tim Ho Wan and White Coffee and ANtipodean cafe.If you feel the need to venture out, Bangsar is a 5min drive away. The drive in from Singapore and back is easier, as you dont need to contend with the jam from the city centre.","Great location, excellent for families visiting KL",Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"Singapore, Singapore",2015-08-16,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,Mehyash,"I stayed at this hotel for 5 nights. I reached early on Monday and hotel provided early check-in facility for which I am thankful to the front desk and management. My room was on 16th floor and the view from window was amazing. Kuala Lumpur skyline including side view of Petronas Towers were visible from the window. Since I am Indian Vegetarian there were few options for me in the breakfast. I would urge hotel to keep good options for vegetarian food and also to keep them separate from non-veg food. I saw people using same spoons for taking veg and non-veg food. Wi-fi is good and the room is large and adequately furnished. No. of channels available on television are quite few. The blue cab available outside hotel are quite expensive. Use ""MyTexsi"" app to use cheap and affordable cab in KL.KL Sentral station is nearby to the hotel. Mid Valley Mall and Garden Mall are adjacent to the hotel. Variety of shopping options are available here. My flight back to India was on Saturday @ 08:20 pm. Hotel did not agree for late check-out (at 4 pm) though rooms were available. They asked for additional 50% of the room rate for 4 hour extension. The hotel should take initiative in providing more information to guests regarding traveling, dining, sight seeing, shopping etc.",My First Stay,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"Ahmedabad, India",2015-08-13,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,davidlau1970,"Excellent 2 nights stay. Staff is professional and polite. Extended my check out till 2pm. Used their business center for some printouts this time, and it was handled with care and efficiently, at a minimal charge. Didn't try breakfast as it was not included, but the high tea set for 2 at the ""lobby lounge"" was delicious and inexpensive, 48 ringgit I think. Room is clean and spacious, wifi is good, water is hot, safe easy to operate. Best is location, inside mid valley mall, lots of food and shopping, and only 3 mins away from KL Sentral, so good for people that need to use KLIA express to the airport.",My 2nd stay. Still excellent,Lingkaran Syed Putra,5,The Gardens Hotel & Residences,"Kuala Lumpur, Malaysia",2015-08-12,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,Jeremy5858,"Returned here again. Hotel is fine and very convenient location. Will be happy to return again despite the increasing construction works going on in Mid Valley. Staff very nice, as always. However, traffic in KL is definitely getting worse!",Repeat customer,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"London, United Kingdom",2015-08-10,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,WL L,"Checked in on 7th August and check in was very slow and room was not ready. On second day, asked for extra bottled of water and was asked to pay RM7 for those cheap bottled water. I have stayed in hotel like marriot, Shangri-la, westin, equatorial,etc and never experience this kind of service. This is surely not a customer oriented hotel. It's a money ripping hotel. During check out on 9th August, was accused of having 3 key cards when I was only given 2 key cards during check in. This is surely the first and last time staying in such a hotel. Please don't call yourself 5 star if you are only meant to be 1 star hotel. What a disgrace!",5 stars hotel with 1 star services,Lingkaran Syed Putra,1,The Gardens Hotel & Residences,,2015-08-10,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,60girl2014,beautiful hotel right inside shopping mall. porters and lobby bar staff totally excellent and helpful.not very good explanation from check-in staff as english poor.unhappy being charged for incidentals even before leaving check-in desk,the gardens,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"London, United Kingdom",2015-08-04,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,James O,"Second visit to this hotel this year,but this time for medical seminar purpose. As compare to Hilton sentral hotel, the room look spacious unexpected.Receptionist is superb polite and helpful.If you need extension during check out pls ask for help as your key won't allow you to proceed to any floor once reached 12pm check out time.",Clean and spacious room,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,,2015-08-02,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,apactraveller,"So I came back! As expected, had a follow-up meeting in Mid-Valley and took the opportunity to come back to this hotel (seemingly out of misplaced curiosity), which, on my previous visit, delivered a totally disastrous stay (see the link below or through my profile).On this occasion, nothing unusual happened, which gave me ample time to experience how truly average this property is - anywhere else, a mid-range 3 stars hotel at best.From the check-in, impersonal and perfunctory (with a timid ""welcome back"" showing that somehow a customer management system is operational) to the complete lack of in-room welcome amenities (one would have imagined that after the disaster stay, a nice letter and a couple of token items may have been warranted - not so) to the dubious levels of cleanliness.Tap water comes with a strong earthy smell and yellow hue, executive lounge has a very bland and unappetizing selection and the staff there seems equal-parts bored and uninterested. In the lounge, I asked for a paper cup to take away a coffee and this proved way too much for the staff there who could not locate this rarest of items... Mattress and pillow are very hard.Overall, this is a very average hotel - barely acceptable for a short business trip but an inexplicable choice for any sort of leisure stay.",Uneventfully mediocre,Lingkaran Syed Putra,2,The Gardens Hotel & Residences,"Singapore, Singapore",2015-07-31,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,TAREKAZIZ,"Once I get in the reception asked for passport and a credit card before saying ""welcome"" !!!She blocked almost 200% of the total room rate! Without asking me before doing that!!!She enforced me to sign on a condition that said if I lost the key card I have to pay RM 30.00 per each !!! When I checked in, I found a dirt balcony with a dirty glass !!! I don't recommend this residence at all ...",Guests are suspicious.,Lingkaran Syed Putra,1,The Gardens Hotel & Residences,,2015-07-30,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,Met789,"The hotel is located by the Gardens mall, which is right next to Mid Valley mall. It is very convenient from the airport via KLIA express + KTM Commuteer (just one stop away from KL Sentral). The location is top notch if you're there for business, specifically around the Boulevard offices etc. However, if you're in Kuala Lumpur for touristic purposes, the you might as well pick hotels around KLCC, Bukit Bintang area. That is what I did in my first trip to KL, and since this was a business trip, it worked out great for me.The signage to the hotel was a little bit missing. Especially when I was walking through the Mid Valley mall, I couldn't see any signage for this hotel. And once after I found the Gardens mall, then I was able to figure it out. The hotel is nice, clean. My room was on a very high floor, overlooking the Petronas tower and downtown KL. But the windows definitely needed a clean up. Lots of dirt showing on my pictures of Petronas. The room, the bed, carpet etc. all looked very new and nice. The office chair was very high end and comfortable. The bathroom was the best part of the room. There is both a soaking tub and a shower area, as well as a separate toilet area. In room, there is complimentary water and iron/ironing board, bathrobe etc. all in good shape. Wifi was pretty good. My rate included buffet breakfast. There was a lot of selections, however, if you have western tastes, then many of those options go away. The egg station was great though, for made-to-order omelettes, scrambled eggs etc.I would definitely recommend this hotel but check the location to make sure it is right for you, for the places you would like to visit.",Great hotel with some minor issues.,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"Istanbul, Turkey",2015-07-29,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,edi_gurre,"As a frequent guest I can see that there is some improvement. Housekeeping getting better, breakfast quality and selection increasing, certainly good signs. The connection to Midvalley mall has always been one of the advantages of this hotel.",Location,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,,2015-07-25,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,RuurdvanElburg,This is a 5 star residences hotel in mid valley Kuala Lumpur. If you can afford it it is a very convenient hotel because you can get a 2 bedroom apartment with an extra bed (as we are a family of 5 people) . Swimming pool and gym are on the fifth floor. Around the hotel is very very big shopping mall with all kind of restaurants and shops both affordable and expensive. So go and eat there!Staff was very friendly when our transportation was delayed.,Very luxurious apartment hotel with very friendly staff,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"Hilversum, The Netherlands",2015-07-25,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,LNChua,"Everything is good and convenient. A short and shop holiday is always spend in this hotel. MidValley Mega Mall and The garden is just steps away. Shopping, relaxing and chilling with friends is so much easy. Hotel is clean and nice. Stayed here many times, and i will definitely come back again.",Always my first choice in this area.,Lingkaran Syed Putra,5,The Gardens Hotel & Residences,"Batu Pahat, Malaysia",2015-07-25,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,SleekVoyageur,"We have stayed in this hotel many times. This hotel has always been our choice of hotel for shop trips when we want to shop in Mid Valley and Gardens. For the past few stays within the last 2 years, I felt the hotel decor looked tired.. But, suprisingly, this visit was good. We stayed at the 17th floor. The cleanliness had improved a lot. Breakfast was fine. Nothing special to talk about. Internet gave good and fast connectivity. Except that they did limit free usage for 2 devices only.The best thing about this hotel was the location when you want to go for serious shopping. Of course one might find it boring if you were to stay for too many days here as it's just next to roads and flyovers...",Revisit,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,,2015-07-22,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,tylau88,"Convenient location as it is next to Mid Valley mall. Rooms were nice & the gym was good but the swimming pool was dirty with leaves & a bit small. For guests with kids, you can consider Capri which is nearby & the rooms are more spacious with better facilities for families.",Good location,Lingkaran Syed Putra,3,The Gardens Hotel & Residences,,2015-07-21,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,Bluesphynx,"Chose the hotel mainly for its location adjacent to MidValley Megamall but found the accommodation luxurious with very large single beds for the twin double complete with safe, fridge and TV in good working order. The bathroom was exceptionally well-ventilated as odours were never retained, toiletries of a good standard and there was a a washing line and iron with ironing board (not always the case even with 5 star hotels). However, the bathtub looked old and the water a bit yellowish and the temperature controls of the shower were not functioning properly. The hotel manager did tell us later after we filled in the survey, that a valve behind the shower was not functioning properly so we probably should have reported it during our stay.Anyway his prompt reply was so mindful and courteous, it corresponded with the ready, courteous and smiling service we received from reception, concierge and cleaning staff, it was a pleasure to stay there.The buffet breakfast fell short of expectations and guests might prefer the choices found in the Mall but if you want a variety of local and western choices The Spread caters to that though fresh fruit juices would have been welcomed.",Spacious rooms and courteous staff,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,Singapore,2015-07-21,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,hlaipeng,We stayed at the Deluxe room for 3 nights and this is 2nd time stayed. I choose the hotel because of the reasonable price and convenient location. The hotel is located within the shopping mall. The staff is friendly and good service. But the pool is dirty. There is some small black things and a hand plaster inside the pool. Similar finding during first time stayed as well. The cleanliness of the pool definitely need to improve.,Great Room but dirty Pool,Lingkaran Syed Putra,3,The Gardens Hotel & Residences,"Penang, Malaysia",2015-07-21,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,andrew23,"This hotel has an excellent location for those looking to shop in KL. Besides the location and the price, not much else is really of a 5-Star standard. Service is horrendous probably due to a lack of training. In my opinion, it is a great embarrassment if the telephone operator did not even know the location of the gym when asked. Front office staff seem to have very little discretion and lack empowerment. They were rather disorganised too. The hotel rooms and public areas are showing signs of a lack maintenance (that's different from aging). If that wasn't bad enough, I was accused and charged MYR10 for a broken tumbler!!!!!!! Which 5-Star hotel in this day and age would charge their guest for such a small damage and at such a huge mark-up??!! I am quite sure that tumbler would have costed them less than MYR1 each! I am a very regular guest at the Hilton just down the road and I will probably just stay there even if I needed to be in this area. I would just take a 10-minute cab ride to this mall. At least I know that I will not be accused of such a lame damage at an international chain hotel.",PATHETIC!,Lingkaran Syed Putra,1,The Gardens Hotel & Residences,"Atlanta, Georgia",2015-07-20,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,Angelia S,"We stayed at their 2 bedroom premium residence for 4 nights with the family. Chose this hotel for their convenience as it's located within the mall. The mall caters to all walks from high end to mass retail, hence can meet all your budget for food and shopping. Service is good too. Highly recommended for family stay.",Comfortable and convenient,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,,2015-07-15,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,ScottWButton,"Stayed last week here for 2 nights. Shopping centre downstairs with great food court. Central location, easy to go anywhere from here.Room was clean and tidy... no complaints.... would definitely stay there again !","Very Good, Convenient location",Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"Gold Coast, Australia",2015-07-09,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,janey_bei,"I was surprised with the accommodation I had in The Gardens Hotel- St. Giles in Kuala Lumpur Malaysia. This hotel is located in like one of the business districts in Malaysia with a mall beneath the hotel and office towers on the other side. I had a quick check-in coming from almost an hour ride from the KL International Airport.I was pleasantly surprised with the room I got. Maybe because I saw one of the rooms in St. Giles in Makati, I must say the room I got in The Gardens deserved all the stars it could get. It was very clean, the bathroom was huge and there was like a dresser area right outside the bathroom which was separated by a wall towards bedroom. The pillows were just right for me. Having a free welcome drinks from the bar was also something I appreciated. It was not just water but sodas to choose from. I honestly did not get to drink all of it but was happy to have choices available and best of all its free. The room was very comfortable and it has all the features anyone traveling in business would ask for. The hotel is connected with malls so doing some side shopping will help you save time especially when it can actually get a little busy going out of this area during busy hours. The is a cold storage supermarket at the basement in one of the malls and I had easy time buying some Malaysian coffee and chocolates that I could bring back home. Access to various restaurant choices was also something to be happy about the location of this hotel. The breakfast at The Spread was also superb. There was a good spread of asian, western and even halal breakfast. I specifically enjoyed the Malaysian rice cakes. I am such a rice cake fan and the Malaysia ones were similar to the ones I enjoyed back home with the Malaysian touch. It has the right amount of sweetness. In terms of hotel staff service, there was nothing extra ordinary about it but I still find their staff helpful and responsive. When you ask for something they would surely attend to your needs. Checking out was also a breeze. It was indeed a hassle free stay. It had the 5-star feel in it especially if the staff could put a little more warmth on their service.",One of the Best Rooms,Lingkaran Syed Putra,5,The Gardens Hotel & Residences,"Malolos, Philippines",2015-07-05,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,joltt,"The location of the hotel is good, especially for those who likes shopping as Mid-valley and Gardens shopping mall is within the whole complex. As such, finding restaurants and supermarket is easy. The room is spacious as the king size bed that I had was big and comfortable. Service at checkin and check out was good as staff was very friendly. The only thing to alert travellers is the tricky shower knobs. So a warning to set the correct water temperature before jumping into the shower as it is quite difficult to get the right temperature. I would love to return to gardens hotel for my next trip.",Clean & Spacious room,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"Singapore, Singapore",2015-07-05,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,Simon W,"St. Giles Garden hotel locates right nextvto the mid valley exhibition centre. This hotel is one of the complexes connecting two main shopping centres filled with restaurants and shops.Last time, hotel change my room due to the bath tape water problem. They were quick and show follow up coutersy phone call by Rooms Division manager. Their swimming pool is outdoor, not too big but good for morning swim. The cafe provides betteruffet breakfast with a touch of malaysian cuisine.",Garden hotel in mid valley,Lingkaran Syed Putra,3,The Gardens Hotel & Residences,Hong Kong,2015-07-04,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,gridskipper,"The Gardens Hotel was a perfect stay for my first trip to Malaysia. To paraphrase Maria Bamford, there is something reassuring about a corporate chain when you're feeling out of place. There were no moments of delight during my stay, but I welcomed the comfort of such predictable competence.Although I chose a smaller room, it was more than adequate. I really like the convention in Southeast Asia of having a separate bathing area with a bath and shower. There was an enormous desk and several shelves to spread out on, as well as a mini-fridge. Most impressive was the lighting -- I think this might have been the best lit hotel room I've experienced in years. (Oddly, the area around the sink was the only exception.)The room was wonderfully quiet. Wi-fi was free but the speed varied wildly, from 30 kbit/s to almost 3000. Room service was superb. The windows did not open, but I've come to expect this in a high-rise building. And although I was aided by the exchange rate, everything seemed very reasonably priced.The one fault I would call attention to was the surprising amount of damage to the room. There were scuffs on the wall, one of the drawers insisted in staying open, the drain in the bath was damaged but working, and the shower head was in desperate need of descaling. (As in, water was shooting in every direction.) Still, it felt clean and that's obviously more important.If you're in Kuala Lumpur on business, do consider The Gardens Hotel.",Reassuringly predictable,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"New York City, USA",2015-07-03,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,sreeyoga,"My second round of staying here. We deliberately book here due to convenience for shopping and wide range of food. Apartment is well serviced , toiletries included. Except not enough towels were given. Occupants please do not use the pool. Due to construction pool water is contaminated. After a day in the pool my granddaughter had sore eyes. Was later informed by an occupant not to use the pool.Otherwise would recommend to tourist who would like to shop and dine in Malaysia.",Two Room Apartment - spacious and organized .,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"Negombo, Sri Lanka",2015-07-02,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,akiko_hiura,"The hotel is located in a big shopping mall in Kuala Lumpur. and the price is reasonable considering that. The room is cleanly furnished and the staffs are quite friendly. overall, i didnt had much of a bad time staying in this hotel.",Average,Lingkaran Syed Putra,3,The Gardens Hotel & Residences,Kuching,2015-07-02,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,WongPS,"Very near to shops and food. The Gardens Mall concept reminds me of marina Bay Sands. Hotel room is clean and comfortable and again reminds me of the MBS rooms. However, traffic around the area can be quite jammed. The road leading to and in front of the hotel lobby is just one lane. Parking on our own at the Gardens Mall was convenient and just at RM5. But on weekends or during holidays the car park may be packed.",Very convenient and quiet,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"Singapore, Singapore",2015-07-02,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,LKW61,Stayed 3 nights in this hotel. Location is one plus point as it is located in a very big shopping complex comprising of average to high end products. Got an decent size swimming pool which is clean and not crowded. In-room facilities were good with efficient free wifi and room was quite big with nicely designed and comfortable toilet and shower area. So far this is the only hotel I come across that provides bolsters.,"Comfortable, Convenient n Cozy",Lingkaran Syed Putra,4,The Gardens Hotel & Residences,Singapore,2015-07-01,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,Kathleen L,Spent 2 nights at this hotel during my business meeting in early Jun. Location is convenient and withing walking distance to Mid Valley Mall. Hotel is very clean and the staffs are very friendly and prompt to my needs. I have encountered bad experience sending my dress for laundry and my dress was damaged after returned. Staffs were very attentive and helpful as I was rushing to the airport early morning flight the following day. They tried to solve the problem and I'm very satisfied with their prompt and efficient service. I'll definetely come back on my next visit :),Quiet Hotel,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,,2015-06-29,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,Anson L,"This is the regular hotel we stay when we come to KL.Location is splendid. Thumbs up for Gardens and Mid Valley shopping mall. You will never get bored, as there are activities all round the clock. Their staffs are friendly and always make you feel welcome. I had experience leaving my belongings in the room after I checked out, first time was my thumb drive and the second time was my Samsung Note 3. Thanks to their helpful efficient staffs, twice I managed to retrieve my items. What I also like about them is their Jockey service, which is only RM15 for hotel guests. It is easy for guests who drive.Their rooms are spacious and well maintained. The beds are comfortable and you can ask for various types of pillow and they will provide it. I'm very particular with my pillows for a good night sleep. The wifi is free and fast, so that you can continue to stay in touch with your work and social media while you are inside the room. It is certainly my top choice in Kuala Lumpur!",Feels like home here,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,,2015-06-27,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,Dario R,"Spent 2 night this week at this hotel. Location is super convenient if you need to be in Mid Valley City, the hotel is inside The Gardens shopping mall so you have plenty of choices in terms of restaurants. I was in a Executive Premier room, ok but nothing special, pillows are not really comfortable, no food in the minibar, corridor lights are a bit ugly. The room is spacious and the bathroom is best part of the room. Friendly staff.",Ok hotel,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"Singapore, Singapore",2015-06-27,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,Ting249,"This hotel will always be my number 1 choice when staying in Kuala Lumpur and will be for a very long time.The hotel is conveniently connected to The Gardens Mall which is also connected to Mid Valley Megamall through a link bridge. During my 2 days stay, although short, it was completely relaxing as I didn't even have to bother getting a cab to go anywhere else for shopping due to their extensive list of well-known shops such as Topshop, Forever 21 and for you brand-crazy people, The Gardens has everything from Hermes to Louis Vuitton. I would recommend when staying a The Gardens Residences or Hotel to get a room on a higher floor so you can enjoy KL's night view. Also, request for a room situated far away from the nightclub to avoid noise during the weekends.The only complaint I had was the creaking of my bed and the balcony door, but in time ofcourse, a hotel will have it's wear and tears. Never hesitate to send your feedback to the management. I sent mine and to my surprise, Mr Gavin Fletcher, the general manager, was kind enough to have actually read my review and has since fixed the bed and balcony door! Talk about efficiency right? All in all, a near perfect stay! Will be going back very shortly for a birthday trip!!!",Most convenient stay in KL!!,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"Bandar Seri Begawan, Brunei Darussalam",2015-06-24,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,jessysw,"The location is the main reason for us to stay here regularly because we are use to it and we had long term stay before plus our relatives live around this area. But we are disappointed to the increment of the valet price from rm15 to rm20, that is a whopping 33% increase. If you check my record, I spent at least 50% of my time here using this service. On top of that, you now charge rm7 for additional drinking water above the 2 small complimentary bottles. How do you expect to be enough? Not even enough for the time in the room. I don't expect such hospitality from a 5-star hotel. You don't seems to show you care for the well being, comfort and convenience of your customers. It's not appropriate to manage your cost at the expense of your customers' basic needs. If we do not see any improvement from your side. We seriously consider another alternative. Thank you. From: Jess Yong siao wee Jessysw@hotmail.com",Sincere feedback from your loyal and regular customers.,Lingkaran Syed Putra,2,The Gardens Hotel & Residences,Sabah,2015-06-23,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,Bedrockie,"This is my second stay at the 2-bedroom suite with the family. The suites are located at either ends of the corridor on each floor. Our current suite (located nearer to the lifts) was smaller than the previous suite that I had stayed in. I remember the bigger suite overlooks the Bangsar station. The fully equipped kitchen is fantastic as usual as we find ourselves having breakfast in the room each morning with plenty of bakeries and supermarkets located in the mall below. The room was always kept clean. The cleaners did a great job of cleaning the room and restocking supplies each day. We never need to ask for more. And we believe they changed the bed covers each day too. However, maybe it is just me, but sitting on the sofa made me itch especially after a shower. So I tend to sit at the dining table.Overall, the room is great and we would definitely return, but I do have a few minor grievances. There is only one safe located at the master bedroom. I would have preferred that each room has its own as I find myself constantly invading the master bedroom. And it would be great to have a mirror and some lighting installed at the table in the rooms, otherwise it doesn't function well as a vanity nor a writing desk.",Great for family holidays,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"Singapore, Singapore",2015-06-15,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,Deep8611,The hotel n residence is nice. I prefer residence as it give me the home feel and there is a balcony where you can smoke. The hotel is no smoking rooms. Overall is ok. Connected to the mall but yeah price is high but i guess it comes with the quality and location.,Nice Hotel,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,,2015-06-13,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,Imran A,"We stayed at the Gardens Residence which has a separate entrance and lobby but shares all facilities with the Gardens Hotel. We took the one bedroom premier which has a large separate sitting room with an open plan kitchen. Perfect if you are travelling with kids.The hotel is interconnected to Midvalley Megamall shopping complex which is the main reason we stayed here. Its a very convenient shopping complex in KL which almost has everything you need. We looked around to see if there was any other good hotel which was interconnected to a big mall which had one or two bedroom suites/serviced apartments but couldnt find one which made us feel comfortable.Would I return here? Yes, if am coming to KL I wouldnt stay anywhere else. Management should consider putting in muslim showers in the toilet if they want to improve anything further for their muslim guests.",Very convenient and comfortable stay,Lingkaran Syed Putra,5,The Gardens Hotel & Residences,,2015-06-06,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,kay_skies,"Stayed for one night as we were just dropping by KL briefly. First time staying at the hotel and was very happy that everything was a breeze from check in to check out. Staff were friendly and prompt, even helped us to take pictures at the lobby. The room was spacious, esp the bathroom. Beds were comfy. It is right next to the malls, which makes shopping really convenient. Loved the stay and would return.","Excellent, enjoyable stay",Lingkaran Syed Putra,5,The Gardens Hotel & Residences,"Singapore, Singapore",2015-06-04,59200,2016-10-08 22:20
Kuala Lumpur,Malaysia,tfoo,"Located adjacent to Heart of Kuala Lumpur, Hotel is well secured whereby the guest floors are only accessible with the room key card; meanwhile, the room is spacious and clean.One extraordinary attractive point is the refrigerator in the room is purposely ""empty"" that's make our life much easier to store the food and drinks that we have brought back.Lack satisfied are the hotel's reception is helpful but lack of smiles and friendliness and the hot water in the bathroom is taken a while to be available.","Good Location, Spacious Room but Slightly Pricey",Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"Baden, Switzerland",2015-06-01,59200,2016-10-08 22:20
