city,review_title,reviewer,reviewer_origin,scrapday,postcode,streetaddr,post_date,country,review_comments,score,name
Kuala Lumpur,Good value for money,Julian F,,2016/10/08 22:17:05,59200,Cititel Mid Valley Lingkaran Syed Putra,2016-03-03,Malaysia,"Great location for shopping in mid valley mall....there are two other pricier hotels in the area but if you on a budget, cititel is good enoughThe rooms are relatively small but good for a couple and maybe 1 child.It leads straight the mall so you don't even need to see daylight if you don't want to",4,Cititel Mid Valley
Kuala Lumpur,Best location,Valentinus M,"Medan, Indonesia",2016/10/08 22:17:05,59200,Cititel Mid Valley Lingkaran Syed Putra,2016-03-02,Malaysia,We choose this hotel because of the location. there is a big shopping mall (midvalley) just below the hotel and you can get almost everything in the mall. There is also access to the train station. Room is normal and a bit old. Service is ok.,4,Cititel Mid Valley
Kuala Lumpur,"Not the best, not the worst",Mr_Nobody_1979,"Krakow, Poland",2016/10/08 22:17:06,59200,Cititel Mid Valley Lingkaran Syed Putra,2016-02-28,Malaysia,"We stayed here 3 nights. Room was quite small, so was bathroom. No amenities like swimming pool or gym. Apart from two malls in a direct vicinity, nothing else to see or do. It's within walking distance to a train station, keep in mind that frequency of train departure is around 3 per hour only.There are better options to be found elsewhere.",3,Cititel Mid Valley
Kuala Lumpur,Reservation,Sor_LI,Kuala Lumpur,2016/10/08 22:17:06,59200,Cititel Mid Valley Lingkaran Syed Putra,2016-02-15,Malaysia,"Would like to give a compliment to Ms Tina who make my room reservation. She is patient and provide me good service although is via phone.Highly recommend hotel,best location, view of kl city from the roomMy booking no: 10235674Regard,Illy",3,Cititel Mid Valley
Kuala Lumpur,Favourite place to stay!,Nammi00,,2016/10/08 22:17:06,59200,Cititel Mid Valley Lingkaran Syed Putra,2016-02-11,Malaysia,We have stayed in this hotel 4 times n love the place for its convient location. Easy acess to transport and food n shopping. The staff are nice and always greet us with smiles.only wish is they had a pool.,5,Cititel Mid Valley
Kuala Lumpur,just a superb location!,GlobeTrekkie007,,2016/10/08 22:17:06,59200,Cititel Mid Valley Lingkaran Syed Putra,2016-02-10,Malaysia,"The room seems old, maybe that's why it looks not clean enough. Room size also very small, with that rate which is quite high not value for money. But the toiletries they provided are complete equipped with toothbrush set, and the housekeeping staffs really want to make sure that your needs will satisfied. The efficiency of hotel staffs, from the front desk, bell service, housekeeping till in room dining 2-thumbs up for them. Just ask them anything they know what to do! Kudos to them.",3,Cititel Mid Valley
Kuala Lumpur,Midvalley Cititel Hotel -good location,gp60,Kuala Lumpur,2016/10/08 22:17:06,59200,Cititel Mid Valley Lingkaran Syed Putra,2016-02-09,Malaysia,"Ideal for those not traveling out to Kuala Lumpur and at the same time like to spend time shopping just a footstep away from the hotel. With food courts and plenty of food stalls and restaurants, one will be spoilt for choice.",3,Cititel Mid Valley
Kuala Lumpur,Friendly & Helpful Staffs,bbana3588,,2016/10/08 22:17:07,59200,Cititel Mid Valley Lingkaran Syed Putra,2016-02-06,Malaysia,"My family arrived late due to flight delayed, but the warm greetings by friendly staffs made me & my husband forgot our tiredness. Staffs are very quick in their job (which is an A+ for that) & even the housekeeping ladies are helpful & friendly (she even left us a welcoming note, but I forgot to snap it, thx Kak Robiah [I hope I spelt her name right!])As it is connected with a shopping mall, it's a good & convenient place to stay & shop. My 2nd time stay in this hotel, so you know what that means",4,Cititel Mid Valley
Kuala Lumpur,Good location,StanleyFoo,"Singapore, Singapore",2016/10/08 22:17:07,59200,Cititel Mid Valley Lingkaran Syed Putra,2016-02-04,Malaysia,"About 4 stars hotel that is situated in a very big shopping mall. Very convenient. Room rates are also relatively reasonable. However, not easy to get a car parking lot downstairs as the mall and hotel are sharing carpark. Nothing fanciful about this hotel except its location",3,Cititel Mid Valley
Kuala Lumpur,"Only the location, nothing else.",Elyse L,Virginia,2016/10/08 22:17:07,59200,Cititel Mid Valley Lingkaran Syed Putra,2016-02-01,Malaysia,"I've stayed here once before and it was a pleasant experience. The hotel is a bit dated and others which most travelers have stated below. However, the stayed this time was rather unpleasant cause there is no wi-fi in the room. it cause major frustration as i had to deal with emails and work stuffs. The manager is kind enough to offer me to check if there are better connectivity on other floors but none of them gets connected. I would choose to stay at this hotel if I needed a whole day shopping experience - without the needs of internet.",2,Cititel Mid Valley
Kuala Lumpur,Visited Again - Very Plesant but some kinks.,Bhavesh J,Coimbatore,2016/10/08 22:17:07,59200,Cititel Mid Valley Lingkaran Syed Putra,2016-01-22,Malaysia,"I am compelled to stay at this property again within the span of the year, because i like it very much. It is convenient, comfortable, good value for money, has access to the station and right at the Mega Mall. I had two trips there spaced a few days apart. The first trip was quite okay, except some small spiders pottering about. Complained to the front desk while checking out - they took the matter seriously. On my return, for my second check in, we ran into some teething troubles. First it took them two hours to get my room ready - though the booking was made in advance and my preferences were put in before hand. Had some issues in getting power to my room, but was resolved in 10 mins. However the staff are very good !!!! Nothing major to add since my previous review of the same property. Will stay here next time also.",4,Cititel Mid Valley
Kuala Lumpur,Experience solo trip,hayleytash,"Singapore, Singapore",2016/10/08 22:17:09,59200,Cititel Mid Valley Lingkaran Syed Putra,2016-01-21,Malaysia,The hotel was really good and clean and I love the view from my room. The laundry services were awesome. Plus it was connected to 2 different shopping malls and you don't really have to go far. The only reason I went far was for sheesha.,5,Cititel Mid Valley
Kuala Lumpur,Good for a night or two!,Shahista H,"Dar es Salaam, Dar es Salaam, Tanzania",2016/10/08 22:17:09,59200,Cititel Mid Valley Lingkaran Syed Putra,2016-01-15,Malaysia,We checked into the hotel for 3 nights and its pretty good if you want to go shopping.Taxis are easy to come by. The room is a bit small but the service is good. I absolutely loved the breakfast however eating other meals at the hotel can be pricey. I would recommend the food court in the Mega mall. It is clean with all the necessary toiletries provided. Major plus point is the free WiFi and the speed was decent.,4,Cititel Mid Valley
Kuala Lumpur,My Choice in Kuala Lumpur - ALWAYS!!,Hanis Y,"Hebden Bridge, United Kingdom",2016/10/08 22:17:09,59200,Cititel Mid Valley Lingkaran Syed Putra,2016-01-14,Malaysia,"Any visitor to KL will be spoiled for choices when it comes to hotels. If you can afford to pay 5-star rates, you will get to stay at 7-star hotels. That's how good the hotel's customer service is in KL. I am a Malaysian by birth but am now residing in the UK. Every time I go back ""home"" to KL, Cititel will be my first choice of hotel, due to its affordable rate, which corresponds with the facilities it provides for its guests. I often stay for 3 or 4 nights on each occasion and as such, do not wish to spend too much on accommodation alone.Another reason for my decision to stay at this hotel is its perfect location. Situated inside a shopping mall which carries most of the High Street brands, I do not have to step outside the building to do my shopping. It is also located near a train station (KTM) where you can take the train to majot Metro hub and conveniently from there get the metro trains to the Golden Triangle of KL (the downtown) and most parts of KL. Alternatively, taxis are aplenty. During my last stay, I have used both the Taxi apps Uber and My Taxi to get reliable taxis to ferry me around the city instead of using the notorious local taxis. During my last 6-night stay, I have chosen the Superior Room, which is the cheapest and smaller than the Deluxe. My room is as the photos advertised  not very spacious. After unlocking my large luggage and placing them opened on the floor, I only have just enough room to move around the bed (a double bed). It is reasonably clean and toiletries are provided, along with clean, fluffy towels.Well, you get what you pay for. In my opinion, Cititel is not the cheapest hotel in town. You can get much cheaper ones but the standard will be lower and the location not as central and convenient. This hotel is good enough for me as a base. It has free wifi which is fast from my room. It also has free parking at the basement for my rented car.Overall, I can highly recommend this hotel to others who just want an affordable base to rest their heads at night. If you want a more luxurious one, try their sister hotel called Boulevard at the other end of the shopping mall or the Gardens Hotel and suites across the road.",5,Cititel Mid Valley
Kuala Lumpur,Very disappointed!,Simplylife14,Bangkok,2016/10/08 22:17:09,59200,Cititel Mid Valley Lingkaran Syed Putra,2016-01-11,Malaysia,"The location within the large shopping mall with many traffic and sometime, it can take sometimes to get out of the hotel to go to KL city centre.Room is dated and only one spare power point behind TV to charge phone and boil water.Lifts are under renovation and feel unsafe as sometime doors will not be opened.WIFI is very poor and almost inaccessible in function room.Room rate is not matched with the conditions and offers from hotel.",2,Cititel Mid Valley
Kuala Lumpur,Good Business Hotel,LacLemanCH,Kuala Lumpur,2016/10/08 22:17:10,59200,Cititel Mid Valley Lingkaran Syed Putra,2016-01-10,Malaysia,Checked into this hotel for one night for business and it was a good hotel with great location and surrounded by mid valley shopping mall. The food served in cafe was good and the rate was reasonable. Perhaps the management should look into room refurbishment as I can see the furniture and fittings were a bit old. Service was good as expected . Will continue to stay in this hotel.,3,Cititel Mid Valley
Kuala Lumpur,What a disaster stay!,Stacey C,,2016/10/08 22:17:10,59200,Cititel Mid Valley Lingkaran Syed Putra,2016-01-07,Malaysia,"Have been stayed in this hotel few times due to the location. The hotel is getting ruin down. Please avoid room 925 which is the last room! No hot water and the room very smelly! House keeping had come to spray air freshener, but doesn't help much. Sound proof also bad, every time either any rooms nearby flush the toilet also can hear the sound! What a disaster! Not worth with the price.",1,Cititel Mid Valley
Kuala Lumpur,Good shopping hotel,lydiaSingapore,singapore,2016/10/08 22:17:10,59200,Cititel Mid Valley Lingkaran Syed Putra,2016-01-06,Malaysia,"The hotel is in the shopping mall, and the mid valley megamall is huge; so you can shop to your hearts contents. In fact, we could not finished shopping at all the shops as it was festive week with so many people. The room is spacious and comfortable. Wifi is at good speed. Room comes with a ceiling fan though the air con is very cold and I can't seem to really adjust the temperature. If you go during their peak like those few days we stayed (1-3 Jan), be prepared to see a snake queue at the counters. When we arrived, I am behind like 30'people but the counters are quite efficient, so ended I waited for about 15 mins only. I took a airport bus (1 hour) from KLIA2 to KL Sentral (MYR11 one way)and then take the KTM to Mid Valley station which is one stop away (MYR1.60). Be aware the KTM is not like MRT that comes regularly at 2-5 mins interval, you could be waiting at the platform for up to 30 mins for the next train. So it might be better to take a taxi unless you are not hurry for time. We took a taxi to KLiA2 fromHotel at MYR80, quoted by a person waiting outside the hotel . The driver did on the meter which turns out to be about that price (including toll). The journey to airport is about 50 mins.",4,Cititel Mid Valley
Kuala Lumpur,Great Hotel,Fandi H,,2016/10/08 22:17:10,59200,Cititel Mid Valley Lingkaran Syed Putra,2016-01-04,Malaysia,"Stayed from 2nd to 4th January, pleasant staff i arrived quite late to the hotel bt the room was alrdy made ,front office and the restaurant staff are friendly and helpfull, only dowside is the room needs a touch up, stayed in the superior room, smells a bit funny and a little dusty....other than that great hotel and great location to go around! (beware of taxis though if you do not know the area they will trick you) take the trains!!!",4,Cititel Mid Valley
Kuala Lumpur,Bad experience,Daryn S,,2016/10/08 22:17:10,59200,Cititel Mid Valley Lingkaran Syed Putra,2016-01-01,Malaysia,"When we arrived the room was not ready and was told that check in was at 3pm. Actually it's 2pm. Bad bathroom sink clogged, also shower drainage clogged, bathsoap container empty, lastly there was a dead cockroach outside bathroom door (foyer) will not stay at this hotel again.",1,Cititel Mid Valley
Kuala Lumpur,Great service staff,jyfc91,"Singapore, Singapore",2016/10/08 22:17:11,59200,Cititel Mid Valley Lingkaran Syed Putra,2015-12-28,Malaysia,"I was there for the Christmas holidays with my family. This is my first time staying in midvalley area as i always patronize the Westin in Bukit Bintang whenever i visit KL. I must say the hospitality and attitude of the staff in Cititel left me a good impression of the hotel.The indian staff at the check in counter on 24th Dec (Adibah - if i've not mistaken her name) attended to me with great patience and attitude. Special shoutout to the managers Margaret Pan and another chinese guy who were at the service desks by the side of the lobby. Their hospitality and resourcefulness in helping me is deeply appreciated. Lastly, the malay housekeeping lady who clean my room on Christmas morning was cheerful and did a very thorough job. The one complain i have of the hotel is the parking space. I didn't run into such parking issues when staying in Westin Bukit Bintang, but in Cititel, the valet, hotel and even Midvalley parking lots are simply not enough to handle the crowd.",5,Cititel Mid Valley
Kuala Lumpur,Just the location,TerminatorSarawak,Sarawak,2016/10/08 22:17:11,59200,Cititel Mid Valley Lingkaran Syed Putra,2015-12-27,Malaysia,"We chose this hotel just becos of its location. As we always travel around with our children, we want to make things as easy, as convenient and as comfortable as it can for them. Alas..this hotel promised all of these except the last one. The room that we had was quite big n it comes with a huge shower room. Generally, everytin in tis hotel are just average except for the concierge n the bed....below average.Indeed, there were some bed bugs issue n we did get bitten on our feet n hands. The carpet felt dirty n dusty, the toilet/shower room's floor felt sticky n the room was quite dark eventho we on all the lights.The concierge/bell boy totally ruined my cup cakes. I know that it is not easy to handle or keep this kind of stuff properly, but at least pls do not take the plastic (transparent plastic bag with a pink box. Both have the words ""Twelve Cupcakes"" printed on it), flipped it here n there n thus ruining the whole cakes. First round of flipping n swinging it here n there was done at the concierge counter as we were about to check in. Secondly,it was done when the staff delivered our belongings to the room. There goes the cupcakes. I had the experience of bringing cupcakes to One World n Sunway Resort but the cakes were always handled properly n all came in a good piece/shape n not ""doom"" like the one handled by Cititel.If I do returned to this hotel (as I dont think so as my children were not keen on it), again it will be just merely location...",3,Cititel Mid Valley
Kuala Lumpur,Convenient location,ChiouShoei C,"Singapore, Singapore",2016/10/08 22:17:11,59200,Cititel Mid Valley Lingkaran Syed Putra,2015-12-27,Malaysia,"Mid valley mall, The Gardens etc is just next to the hotel. It is located at convenient place for shopping and eating. However, the traffic at this area is really bad. It will anyhow took you more than 30 minutes just to get back to the hotel from outside.",4,Cititel Mid Valley
Kuala Lumpur,Great Location,jeshannef,,2016/10/08 22:17:11,59200,Cititel Mid Valley Lingkaran Syed Putra,2015-12-27,Malaysia,"What I want to say is this hotel is value for its awesome location. Its attached with Mid Valley shopping mall. Other than that is nothing much. I was here with family during christmas. Although I know it will very crowded and packed, but I never expect we need to wait for the car park at the hotel parking entrance. When we complained to the hotel staff, we have been told that hotel parking is limited so is first come first serve basic. This was my first time to encounter this. Well, we reached here was already 3.45pm and our rooms was not yet ready! It was only ready around 4.50pm. And the hotel lift was suck. Only 2 lifts can access 15 floors & below. It was take 20 mins times! Due to it was so crowded during PH. The lifts was so full whenever reached our level (9 floor). Dont think we will stay here for our next visit.",2,Cititel Mid Valley
Kuala Lumpur,Cheap. And expect cheap when you stay there.,Vivien C,"Singapore, Singapore",2016/10/08 22:17:11,59200,Cititel Mid Valley Lingkaran Syed Putra,2015-12-25,Malaysia,"I stayed there last night with my parents and two sisters. Let's start with the good things about this hotel before we go to the not-so-good things. The good part of this hotel is, it is attached to Mid Valley shopping centre. The hotel staff are generally courteous and very efficient. It was pleasant interacting with them. The bad things about this hotel are:1) It is cheap. As in it looks and feels and smells cheap. But hey, you get what you pay for so don't complain. I'm saying, if you're not a cheap person, don't stay here. 2) Security can potentially be a major problem in this hotel. The lifts do not require you to tab your room key to get to the desired floor. This means anyone (guests and non-guests) are free to wander around the hotel, including the corridor right outside your room. If you are a female traveller, you might want to take note of that and be extra careful when you stay here - or choose another hotel. 3) The bathrooms are not clean. Mould are starting to form in the shower area and it is positively disgusting. 4) The hotel management somehow decided to change the lift system so that only two lifts serve the lower floors (level 15 and below) while 5 lifts serve the upper floors (level 15 to 28). The result of that is that during morning peak period, we had to wait for 15 mins before we can get into a lift. I have never come across a hotel with such a stupid lift system (yes, even amongst budget hotels). That is unnecessary. I wouldn't want to stay here again and I wouldn't recommend it to my friends. But if you are a bargain shopper who want to spend all your time at Mid Valley, this might be the place for you. With the bucks you save by staying at this hotel you might be able to get yourself a better pair of shoes.",1,Cititel Mid Valley
Kuala Lumpur,"""Shopping Paradise""",mymedia08,Selangor,2016/10/08 22:17:13,59200,Cititel Mid Valley Lingkaran Syed Putra,2015-12-24,Malaysia,"Its a great place to shopping till you drop with affordable price - its perfect mall for window shopping to spoil your money :). From jewelleries, shoes, food & beverages all you can get here. The structure and interior decoration especially during the festive season is superb to attract people to shopping and taking picture. Dont think twice you really enjoy and eyewash with the people dressing so trendy and modern.",4,Cititel Mid Valley
Kuala Lumpur,Affordable and convenient Hotel in the outskirts of KL,AL07ET,,2016/10/08 22:17:13,59200,Cititel Mid Valley Lingkaran Syed Putra,2015-12-22,Malaysia,"Cititel is connected to MidValley which offers a very good value for money in terms of convenience to the shopping mall and also to other parts of KL via the KTM. Just stayed at the hotel for two nights. The hotel is alright if you just need a place to sleep. The hotel room is a little too basic - it does not have the standard shampoo, conditioners or body wash; only a common shower gel is provided. The lifts however are very slow.. and in one instance, it literally stop at every floor - in other words, it take more than 5 minutes to travel from the 29th floor to the first level. While car park is free, it is pretty small and tight for those who drive big cars. For those who drive, please be careful as there are many different roads connecting to Mid Valley and will be confusing for first timers. If you miss the turn, please be patient as you will need to go a big round to get into MV",3,Cititel Mid Valley
Kuala Lumpur,Cozy room. Did the job!,World_eater88,,2016/10/08 22:17:13,59200,Cititel Mid Valley Lingkaran Syed Putra,2015-12-11,Malaysia,"Booked one night here. It's very convenient if you're shopping as its connected to Mid Valley mall. The mall entrance being in close proximity to Coffee Beans is convenient for a morning coffee. There's also a Chinese restaurant attached to the hotel which even served dim sum items in the evening. It scores well for the convenience factor for sure. Since the Komuter train is a mere stop away from KL Central its great having transportation access to be able to get to the airport easily.The television has a surprisingly decent built in system and I had Axel F blasting on only level 2 volume -- Beverly hills cop was apparently the flick of the night.Anyhow if you're one to hang out in your room that may work for you.Cleanliness is about average for the price. Shower has pressure and hot water.Overall satisfied, but I think for an extra 20-30 dollars you could get an upgrade like Hilton granted there's availability. Seems there were plenty rooms left at Cititel for a Friday night.The cost was about 70usd via Agoda.",4,Cititel Mid Valley
Kuala Lumpur,Paying for the location. Nothing much.,Kenw88,"Kota Kinabalu, Malaysia",2016/10/08 22:17:13,59200,Cititel Mid Valley Lingkaran Syed Putra,2015-12-11,Malaysia,"Location is superb. Right in the mall. Staffs were good, but have to wait for long queue to get attended at the counter. Room was old, small and a bit dusty. Can get better hotel with the price I paid here. What ever I paid, it's just for the location.",3,Cititel Mid Valley
Kuala Lumpur,Excellent Hotel,PramodKNair,"Frankfurt, Germany",2016/10/08 22:17:13,59200,Cititel Mid Valley Lingkaran Syed Putra,2015-12-07,Malaysia,"I stayed here multiple times on business purpose. Excellent hotel in the middle of the city with one of the biggest malls in Kuala Lumpur. It is a busy hotel. Receptionist was very helpful and explained in detail about what to do in city. Breakfast is good with wide options available from Indian to Chinese to continental. KL metro line is also very nearby. This hotel is one of the landmarks in KL, so searching it out is really easy.",5,Cititel Mid Valley
Kuala Lumpur,What an amazing experience!,beenishbarlas,"Karachi, Pakistan",2016/10/08 22:17:14,59200,Cititel Mid Valley Lingkaran Syed Putra,2015-12-06,Malaysia,"We stayed at Cititel Midvalley from the 17th to the 25th of November and it was an awesome awesome AWESOME experience! As soon as we entered the hotel, infact as sooon as we got off the taxi, the bell counter guys came running outside to help us with our luggage saying ""Welcome to Cititel"" SO sweetly it was really heart warming! A welcome like this and I knew nothing could go wrong here! We reached at 8 AM and they allowed us to checkin at 11:00 AM even though the checkin time was 2 PM which I thought was so nice! They even kept our luggage safely while we toured the mall, had coffee! Our room was excellent, we had a great view, it was small, but the facilities were nothing to complain about, we had water, tea, coffee, a locker a fridge, what else does one need! and so we were extremely pleased. The housekeeping was so sweet, rather all the people there was so nice that it was amazing! The guy at the reception, Farhan, was awesome, we left both our keys inside one day and he immediately helped giving us another! Another time we asked the cafe to warm our food we brought from outside and I was so amazed they did it immediately. Whatever we asked for, we got in a matter of minutes, a prayer mat, our locker getting fixed, ANYTHING! The water was always hot, the rooms were cleaned so awesomely, it was excellent! They call themselves a 3 star but their services are not less than a 5 star, trust me and I've travelled a lot! 5 thumbs up for the customer service at this hotel!! After this we visited Singapore and as expected, were disappointed. We knew that nothing could be better than this. Will come to Cititel Midvalley again definitely and recommending this one to all! :D",5,Cititel Mid Valley
Kuala Lumpur,Excellent for 2 in 1 (hotel and shopping mall),Isaac L,"Kuching, Sarawak, Malaysia",2016/10/08 22:17:14,59200,Cititel Mid Valley Lingkaran Syed Putra,2015-12-05,Malaysia,Staying there for my holidays at Kuala Lumpur. It was my 4th stay at this hotel.Connected with MidValley Megamall where we can have our shopping and food hunt. Was surprise when saw birthday cake & card was placed on table when we back from our dinner. it was my birthday trip.Clean hotel room and well air conditioned.Booked deluxe room with large bed.,5,Cititel Mid Valley
Kuala Lumpur,"Value for money, excellent location",Gan K,,2016/10/08 22:17:14,59200,Cititel Mid Valley Lingkaran Syed Putra,2015-11-30,Malaysia,"Got a discounted rate for a single room almost at last minute booking, the room although is small but within the expectation for the money paid due to its location. Midvalley is an ideal meeting point to setup gathering for friends came from different locations. The toiletries set is complete that made your traveling worry free. Both check in and check out process are smooth.",4,Cititel Mid Valley
Kuala Lumpur,Next to a big mall,Lana L,,2016/10/08 22:17:14,59200,Cititel Mid Valley Lingkaran Syed Putra,2015-11-28,Malaysia,This is my second time in cititel. I always choose cititel thats its next to midvalley mega mall. I booked two rooms superior and delux. The staffs was very nice. In hotel breakfast was good. I love to stay here.,4,Cititel Mid Valley
Kuala Lumpur,Same old Cititel,AChee74,"Kuching, Malaysia",2016/10/08 22:17:14,59200,Cititel Mid Valley Lingkaran Syed Putra,2015-11-26,Malaysia,"There are definitely some upgrades being done, but everything else is the same. Small room, but adequate space to move around and lay your head for the night.This is really a hotel for business people and for those who do their shopping in Midvalley",3,Cititel Mid Valley
Kuala Lumpur,Helpful,justssh,"Kuching, Malaysia",2016/10/08 22:17:15,59200,Cititel Mid Valley Lingkaran Syed Putra,2015-11-18,Malaysia,I booked this hotel twice for my business trip. The room yes it is quite small but it is still good and quiet. The location is very convenience for me to relax my mind after work because it together with a huge shopping mall. The staff are really friendly. Nice breakfast too even it is crowded. All the best to this hotel!,4,Cititel Mid Valley
Kuala Lumpur,Hotel looks old and cafe staff not friendly,sAn337,"Singapore, Singapore",2016/10/08 22:17:15,59200,Cititel Mid Valley Lingkaran Syed Putra,2015-11-17,Malaysia,"The hotel is well located and surrounded by big shopping mall - Mid Valley Mega Mall and Gardens Mall. There is plenty of restaurants and food stalls in the Mall but most of them close by 10pm. If you not able to sleep, there is a cinema that you can watch midnight show. As for the hotel, the room is rather old but clean. Toilet is a little small but overall is ok for short stay. Wifi is a bit slow. Breakfast is provided and the food is nice especially the porridge and nasi lemak. However the imperfect thing is that the staff is not very friendly. We were having our breakfast till the caf closes the breakfast session. We refilled our coffee and discovered their there is no milk left. I approached a staff and requested for some milk and his answer is a straight NO and walk off. I have to approached the captain to ask for the milk. Fortunately he serves us the milk. We have to request the staff to clear the table.Overall, it is not a bad hotel.",3,Cititel Mid Valley
Kuala Lumpur,"Value for money, Wonderful staffs",JoanneLeow,"Melaka, Malaysia",2016/10/08 22:17:15,59200,Cititel Mid Valley Lingkaran Syed Putra,2015-11-17,Malaysia,"Rooms are fairly basic, clean and comfortable. Breakfast spread was great however egg station was left unmanned most of the time was a huge turn off, this is the only disappointment for my 5 days 4 nights stay.Appreciate that the hotel offers 24 hours dining (cafe or room service), tried out the club sandwich one night at 1am and it was fresh and tasty. The staffs (especially housekeeping & front desk) are very friendly and accommodating, we requested for extra pillows and received them within 10 minutes! Received a hand-written note on the bed on the last night of my stay - very impressed by the kind gesture of the hotel.",4,Cititel Mid Valley
Kuala Lumpur,Nice Hotel,IanRamirez,Singapore,2016/10/08 22:17:15,59200,Cititel Mid Valley Lingkaran Syed Putra,2015-11-17,Malaysia,"It was a nice hotel. It has a huge mall below which makes it convenient to have access to money changer, grocery and shopping. It offers great breakfast buffet to prepare you for a long day. The hotel is a bit far from KLCC but still accessible thru taxi. It is around 15-30 minutes ride, depending on the traffic.",5,Cititel Mid Valley
Kuala Lumpur,Convenient and clean,Sin Y,"Bandar Seri Begawan, null, Brunei",2016/10/08 22:17:15,59200,Cititel Mid Valley Lingkaran Syed Putra,2015-11-12,Malaysia,"It is located near the Komuter and besides the shopping mall. Needless to say, Food and transportation sorted. If you are traveling to a place where Komuter couldn't bring you there in there are plenty of taxis outside the hotel. The room is clean and comfortable. Breakfast is provided for early birds.",4,Cititel Mid Valley
Kuala Lumpur,Great staffs,CCallan,"Melbourne, Victoria, Australia",2016/10/08 22:17:16,59200,Cititel Mid Valley Lingkaran Syed Putra,2015-11-08,Malaysia,"We, as the walk-in customers, were so lucky to have the last superior room located at 15th floor. The staffs are great and seem to care about our stay. The room is good size, wifi is fast and solid. Only problem is the water heater, there was no hot water in the afternoon during my 2-day stay. Rooms look old, maybe they should have a renovation. The location is ideal for those who want to do shopping in Mid Valley & Garden Mall. I did not eat in the restaurant because there is so many good Chinese restaurants in the malls.",3,Cititel Mid Valley
Kuala Lumpur,"Good only for short business trip, not for holiday",Bianca T,"Kuala Lumpur, Malaysia",2016/10/08 22:17:16,59200,Cititel Mid Valley Lingkaran Syed Putra,2015-11-06,Malaysia,"The location is superb as it is situated at shopping paradise, MidValley Megamall & The Gardens Mall. However, the room is rather small, and the bathroom is really tiny as if it was design for lone traveler. One can barely turn around when taking shower/using the sink. Anyhow, the staff are friendly and helpful. Recommended only for business trip, not for holiday.",3,Cititel Mid Valley
Kuala Lumpur,A good choice for Midvalley City Shopping,Jcyk,Singapore,2016/10/08 22:17:16,59200,Cititel Mid Valley Lingkaran Syed Putra,2015-11-06,Malaysia,It is the best choice for staying here if you wanna shop around the Misvalley City. This Hotel actually join with Midvalley Mall... you had no need to drive car anyone if you shop at this area. A very good and connivence places....served good breakfast.,4,Cititel Mid Valley
Kuala Lumpur,Nice Location,Champutok,"Semarang, Indonesia",2016/10/08 22:17:16,59200,Cititel Mid Valley Lingkaran Syed Putra,2015-10-26,Malaysia,"The location of the hotel is very nice. It's close to two shopping malls, so that easy to find place to eat, especially for someone who doesn't know KL very well. The room is small, but the staffs are friendly. I think it's overprice.",4,Cititel Mid Valley
Kuala Lumpur,"Lousiest 3 Star Hotel in Klang Valley! Any button for ""Horrible""?",James L,"Kuala Lumpur, Malaysia",2016/10/08 22:17:16,59200,Cititel Mid Valley Lingkaran Syed Putra,2015-10-12,Malaysia,"Complimentary guest parking is only ONCE a day. After check out must leave within 2 hours or you'll be penalised RM20!The room is so damn small. 2 single beds are squeezed together & I see different with a queen sized bed.After splitting the showering area from toilet using a piece of glass, there is limited space to take a bath.If you're driving a luxurious car, you may see the staff's smiling face.",1,Cititel Mid Valley
Kuala Lumpur,Small Room and expensive,omega123,"Singapore, Singapore",2016/10/08 22:17:18,59200,Cititel Mid Valley Lingkaran Syed Putra,2015-10-08,Malaysia,"This hotel is about 20 minutes by cab to Bukit Bintang area. The advantage of this hotel is that it is located away from the KL traffic snarl.The hotel is next to the Mid Valley Shopping Mall. This enhances is position of close to shopping, food and convenient storeThe room is small for the price",3,Cititel Mid Valley
Kuala Lumpur,"OK, but needs refurbishment.",cheesyreese,London,2016/10/08 22:17:18,59200,Cititel Mid Valley Lingkaran Syed Putra,2015-10-08,Malaysia,"The hotel is very well located - at the East Atrium of Centre Court of Midvalley Megamall. Just walk through the CoffeeBean corridor, past Dragon-i and you will reach the lobby. The good:- location: just one station away from KL Sentral- newspaper provided- clean toilet- enough storage space / wardrobe- a fan in the room- stationaries, laundry bag, slippers, hair dryer provided- quiet, good sound insulation- generous with extending check-out timeThe not-so-good:- problems with wifi: difficult to connect to the internet - lifts were many but not regular: it was always only two working, the other three stayed idle for some reason.- cheapest room was small and narrow and won't fit a big luggage - toilet sink had poor drainage- small tv- extremely poor ventilation: very humid after shower, wet towels and all- air-conditioning could only reach the further end of the room, the bed nearer to the air cond won't get the air cond. Will need to turn on the fan.To be honest, I had trouble sleeping due to the poor ventilation. I hope the hotel would look into this. Otherwise, it is a good enough place to stay.",3,Cititel Mid Valley
Kuala Lumpur,Good hotel in great location,eechiao,,2016/10/08 22:17:18,59200,Cititel Mid Valley Lingkaran Syed Putra,2015-10-06,Malaysia,"This hotel is my family and myself favourite as it is located in Midvalley Megamall and The Gardens. for shopaholic or foodaholic like me, this is completely a heaven for me, as I can easily access to different types of yummy food, and shop till you drop. Don't forget the beauty parlours and technology gadgets, you can find anything that you want. The staffs were friendly and rooms are comfy.",4,Cititel Mid Valley
