postcode,reviewer,post_date,review_comments,name,reviewer_origin,country,review_title,city,scrapday,score,streetaddr
59200,Ketua,2015-12-31,"We checked in to the 22nd floor. We have accessed to the meeting room on 26th floor. Booked the room. Pens, writing pads and even hot drinks were served. I didn't expect such good service. Well done guys. Breaky, afternoon tea were equally well taken care with great variety. Oh, 3 pieces of garments per day to wash as part of the package. Thank you for taking cate of us.",The Boulevard-St Giles Premier Hotel,"Perth, Australia",Malaysia,Excellent service,Kuala Lumpur,2016/10/08 22:15:46,5,Mid Valley Expressway
59200,MsChipper,2015-12-31,"Staying here for the 4th time this year, and it's my last visit to KL in 2015. Rooms are OK, due to our early check in, I was given one with twin beds even though I was a single occupancy. Wifi is still limited to 2 devices and you still need a username and password to log in. It would be better if they increased it to 3 devices since most travelers now have more than 2 devices on them at any given time. It's rather inconvenient to keep logging out and in when you have to switch devices.Room service staff are friendly and helpful, but don't expect a lot in the amenities provided. Breakfast-wise, usually I find the food to be lacking in variety and the taste is just average. Personally, the only thing I enjoy are the fruits and the occasional fried noodles.For a business traveler, this hotel is good enough, but if you're here for a holiday and you're looking for something a bit more luxurious and you're willing to splurge, then maybe Gardens Hotel might be a better option.",The Boulevard-St Giles Premier Hotel,Singapore,Malaysia,Some upgrading would be good,Kuala Lumpur,2016/10/08 22:15:47,3,Mid Valley Expressway
59200,Debbie F,2015-12-31,"I checked my friends who had come from the UK, in for the weekend of 11-13 Dec 2015 as I had to travel and couldn't entertain them. They couldn't help singing praises about the hospitality and warmth of the staff as well as the lovely buffet breakfast every morning they were there. They could shop without leaving the place and eat all the lovely Malaysian delights as well. I'm glad I chose this hotel which is a perfect location and really value for your $$. I wouldn't hesitate to recommend it to anyone.",The Boulevard-St Giles Premier Hotel,"Kuala Lumpur, Malaysia",Malaysia,"Warm, comfy and value for your $$$",Kuala Lumpur,2016/10/08 22:15:47,4,Mid Valley Expressway
59200,Keano4896,2015-12-22,"Been here few times due to business purposes. Location quite central and no issue to get food and shopping at Mid-valley mall. Rooms are fine as a 4-star hotel, and have been upgraded twice to suite during previous visits.",The Boulevard-St Giles Premier Hotel,"Johor Bahru, Malaysia",Malaysia,Convenient for business stay,Kuala Lumpur,2016/10/08 22:15:47,4,Mid Valley Expressway
59200,Alfred P,2015-12-17,Stayed in a standard room with 2 single beds. Shd have booked a bigger room since we consist of 2 adults and 2 young kids. Breakfast spread is good. Room is clean and just okay. Good for those who travel as a couple. Lobby connected to Midvalley's south wing so convenient to those who wants to shop here. Parking is a distance away fr hotel lobby (mid valley's parking) but the bell boy helped us with the luggage upon check-out. Good and comfortable hotel but nothing to shout about.,The Boulevard-St Giles Premier Hotel,,Malaysia,Convenient once u stay in,Kuala Lumpur,2016/10/08 22:15:47,3,Mid Valley Expressway
59200,howard887,2015-12-16,Room was ok good view the extra bed they give is uncomfortable I went to AEON BIG downstairs and spent 50 rg on a mattress which gave me a better sleep.Breakfast was not too bad. Wifi is poor drops out a lot. Mega mall is down stairs good shopping plenty of places too eat Evan the food hall is quite good. Very close to mid valley rail station we caught the train every day to go some where 1 station to kl sentral you can change to go anywhere you want to including the mono rail to Bukit Bintang for Times Square pavilion and sungie wang shopping.,The Boulevard-St Giles Premier Hotel,"Brisbane, Australia",Malaysia,Location,Kuala Lumpur,2016/10/08 22:15:47,4,Mid Valley Expressway
59200,Shaun C,2015-12-15,"I stayed for 4 nights on a business trip, and found it to be a pleasant experience. My request for a high floor was granted, and the rooms were large and spacious, although beginning to look a little worn.Connected to the Mid Valley Mall, the location is very convenient for getting around KL, and there are plenty of options for eating and shopping.Staff were very friendly, and very willing to assist. Pool area and fitness centre are also very nice.",The Boulevard-St Giles Premier Hotel,"Hong Kong, China",Malaysia,Convenient,Kuala Lumpur,2016/10/08 22:15:49,4,Mid Valley Expressway
59200,CuongHuynh,2015-12-12,"I have three weeks at this hotel. Service is good but The Boulevard-St Giles Premier Hotel should improve Check-in procedure, I have 1h for check-in due to payment machine have problem....long time for check in. It should be fast.",The Boulevard-St Giles Premier Hotel,Vietnam,Malaysia,Good services,Kuala Lumpur,2016/10/08 22:15:49,4,Mid Valley Expressway
59200,JeanWN,2015-12-06,"This hotel has a great location especially with relation to carpark. Park at Carpark H, levels 3 - 5 best. Take lift to Ground and nip into hotel by the ""back entrance"". Everything else you may need is right there.Chose this hotel again, to meet up with friends from other lands who were in town. Requested high floor, non smoking, got first but was told no NS rooms available. The one they put is in was not too bad to be fair, but the whole floor from elevator to room door reeked of ""ciggy"" smoke.Stayed 2 nights, last weekend, and left a tad unhappy but remain hopeful that the next time we will get what we asked for. Would be nicer if the car parking arrangements were better for hotel guest who need to get their parking ticket stamped by concierge to pay RM5 for each trip out. Perhaps with the use of Grab Taxi in KL it might be better to just park and Grab Taxi around KL. (my thoughts i.e.)",The Boulevard-St Giles Premier Hotel,"Singapore, Singapore",Malaysia,"Great location, fantastic shopping but.....",Kuala Lumpur,2016/10/08 22:15:49,3,Mid Valley Expressway
59200,Luca G,2015-12-06,"when arrived,at 9pm i was forced to wait until 2pm,luckyi was ,as a1,30 room was ready..the carpet is work and burned by cigarettes,safety lock is not working,door of was damaged..next morning left the room for breakfast at 9am..at 12am still not make up,even with panel ""make the room "" illiminated..food was quite ok and cleaning looks within decency..network it's awful,slow and so hard to het connected.in present situation it's NOT deserving 4 stArs..just the location are good,within the midvalley shopping mall.need toimprove,and to do it quickly.",The Boulevard-St Giles Premier Hotel,,Malaysia,need to improve quickly,Kuala Lumpur,2016/10/08 22:15:49,2,Mid Valley Expressway
59200,Mayaqistina,2015-12-01,Request for an early check in was granted. Fast check in and check out. We were being upgrade to studio suite from Exec Superior room. Room was ok but need some refurbishment. simple evening cocktails being served in exec lounge. However breakfast is fantastic. Good location which link to a huge mega mall.,The Boulevard-St Giles Premier Hotel,singapore,Malaysia,Good stay,Kuala Lumpur,2016/10/08 22:15:49,4,Mid Valley Expressway
59200,ke99,2015-11-30,"Good location, room and facilities were quite good, not as dated as most local hotels, but off course, could be better. Executive lounge was great, view, facility and staff...If there were, guest specific parking spaces, it would potentially be 5 stars! :)",The Boulevard-St Giles Premier Hotel,Selangor,Malaysia,A Good One Night Stay,Kuala Lumpur,2016/10/08 22:15:50,4,Mid Valley Expressway
59200,Kshitij C,2015-11-28,Very Nice location of this hotel at Mid Valley Mall which is next to Garden Mall. This make Business travellers go for quick shopping at these malls. Currency exchange is also available at these malls. They have a taxi service from Hotel to KLIA costing 150 RM so you feel safe. I am not sure if Same taxi can also pick you from KLIA. Restaurant at 9th Floor is open 24 hours which is great as I reached hotel at 1 am.,The Boulevard-St Giles Premier Hotel,,Malaysia,Nice location,Kuala Lumpur,2016/10/08 22:15:50,5,Mid Valley Expressway
59200,attw,2015-11-19,"Pros:1. Good location and linked to Midvalley Megamall which means your entertainment, F&B and shopping needs are all taken care of.2. Checking in and out was a breeze. Staff was fairly efficient.3. The hotel is beginning to age but it is still well maintained. Room is spacious enough.Cons1. The hotel shares the mall's parking lot, which means trying to find a parking is a nightmare at peak shopping hours.2. Water pressure in the shower could be a little bit better3. Limited TV channels, given the hotel's class and rates.",The Boulevard-St Giles Premier Hotel,"Klang, Selangor",Malaysia,Comfortable,Kuala Lumpur,2016/10/08 22:15:50,4,Mid Valley Expressway
59200,macsurferuk,2015-11-08,"Stayed for a week for work. Requested a high floor and was given 12th so complained and got 23rd. So-called Executive room was only really average, can't imagine what they take out for the ""normal"" rooms. It was fine but carpet and furniture tired and past their best. Really not enough sockets for a hotel these days. Bathroom very good. It should be said that this hotel is very cheap compared to a UK or US city hotel. Should have had access to the Executive floor, but this was closed for renovations. Alternative arrangements included evening free food and wine, just off reception, which was welcome! Great breakfast especially if you wanted hot Asian food. Pastries were horribly dry though. Only sampled the pool once (outdoor) which was empty except for me. Nice pool, a little cool despite the heat. Comprehensive looking gym next to pool. The staff were all really helpful. I hope the rooms get a makeover soon though as I'm sure there are better around.",The Boulevard-St Giles Premier Hotel,"Stoke-on-Trent, United Kingdom",Malaysia,Good hotel but tired,Kuala Lumpur,2016/10/08 22:15:50,4,Mid Valley Expressway
59200,Frequentflyer8590,2015-10-21,"The hotel is attached to Mid Valley Mall in Kuala Lumpur. It is not that far from the city, 15 mins via taxi with no traffic. I enjoyed staying at this hotel with the convenience of having the shopping mall next door and the rooms were very clean and comfortable. The breakfast buffet was great also. I would definitely recommend staying here if you want to stay somewhere a little out of the city. You get great value for money, it was a pleasant surprise.",The Boulevard-St Giles Premier Hotel,"Gold Coast, Australia",Malaysia,Great Value for Money,Kuala Lumpur,2016/10/08 22:15:50,5,Mid Valley Expressway
59200,Rudi M,2015-10-20,"Always enjoy staying in Mid-Valley, as it offers a convenient gateway for my activities in KL. Enjoyed the attentive service and good buffet breakfast in the hotel. I can recommend this hotel for the budget conscious traveler who likes to enjoy the proximity to the mall and extensive choice of F&B in the hotels and the mall alike",The Boulevard-St Giles Premier Hotel,"Bangkok, Thailand",Malaysia,A Good Night's Sleep,Kuala Lumpur,2016/10/08 22:15:51,4,Mid Valley Expressway
59200,Denniswon,2015-10-10,Stay between 04 Oct to 06 Oct 2015. This is my 4th visit. The 3rd visit was unhappy one due to water supply being yellowish.But my 4th visit this time round was OK. This time I was on solo and I ask for a smoking room. Aircon not powerful enough. Rain tree shower got problem adjusting the hot and cold water. However I can see that services are really good in terms of room makeup and fast check in and out. The cleanliness is still there.However due to age of the hotel. We cannot demand too much. They did a good job.,The Boulevard-St Giles Premier Hotel,"Singapore, Singapore",Malaysia,Services,Kuala Lumpur,2016/10/08 22:15:51,5,Mid Valley Expressway
59200,Jasonbrown24,2015-10-10,"Hotel has good services and comfortable room and i had pleasant stay because a young man at the reception but I forgot his name give me frre upgrade in to studio suites , he is very nice and maybe i will come back with my family to stay in here in a few days more.",The Boulevard-St Giles Premier Hotel,Australia,Malaysia,Good services,Kuala Lumpur,2016/10/08 22:15:51,4,Mid Valley Expressway
59200,myra_sany,2015-10-06,"It was a very convenient stay and the service also good. Located in conjunction with Mid valley shopping mall, so food and shopping not an issue. The breakfast also various. i would give 5 star if the hotel provide special parking for customer. Since it shared the parking with the mall, it quit difficult if you travelling by car",The Boulevard-St Giles Premier Hotel,"Kuala Lumpur, Malaysia",Malaysia,Great hotel with excellent service,Kuala Lumpur,2016/10/08 22:15:51,4,Mid Valley Expressway
59200,748rameshb,2015-10-02,Location is good with connected shopping mall of fair size having enough to shop and dine. Good hotel for those travelling for business and pleasure. Front desk staff are good but bell boy and concierge are not that professional. Transport availability is plenty.Nice boulevard to walk around with nice restaurants and commercial places around. Good place for shopping also.Rooms are OK but less provision for charging plugs. Toilet supplies are limited and not enough wash basin space.Otherwise moderately OK not inconvenient in any way.,The Boulevard-St Giles Premier Hotel,"Kolkata (Calcutta), India",Malaysia,Comfortable Stay,Kuala Lumpur,2016/10/08 22:15:51,4,Mid Valley Expressway
59200,om22,2015-09-25,"This hotel is in an excellent location, just adjacent to two large shopping malls and tons of great restaurants. The service at the hotel is pretty good. I had an issue with noise in my room and eventually the hotel moved me to another room.",The Boulevard-St Giles Premier Hotel,"New York City, New York",Malaysia,Nice hotel for work or pleasure in an excellent location,Kuala Lumpur,2016/10/08 22:15:53,4,Mid Valley Expressway
59200,Nada H,2015-09-22,Fantastic hotel with excellent service. This hotel was so good as the Mid Valley shopping megamall was underneath and it was great as we could take our shopping upstairs to the room and then continue shopping. Facilities were well maintained.,The Boulevard-St Giles Premier Hotel,"Brisbane Region, Australia",Malaysia,Great hotel and excellent location,Kuala Lumpur,2016/10/08 22:15:53,5,Mid Valley Expressway
59200,mme1030,2015-09-21,"Stayed there twice on my way to and back from Siem Reap. The hotel offers free WIFI, a buffet breakfast and the rooms have all the amenities one would expect from a nice hotel. The staff are nice and efficient and the check-in and check-out process is quite speedy. . It also has modern interiors with glass shower enclosure and rain shower. The buffet breakfast offers many choices --- Malaysian (nasi lemak, beef rendang), Indian(roti prata, tosai, curry and dal) and Western food (breads, pastries, pancake, etc.). On my first stay, the beef rendang was tough so I avoided that on my second stay. The biggest value of this hotel is that it is attached to the Mid Valley Mega Mall, which is also attached to the Gardens Mall. There's also a Toast Box and a Malaysian restaurant next door. In all, the set up makes it quite easy for a guest to find food, shop in two supermarkets and many reputable stores. My favorites are the Bath and Body Works and Uniqlo. This is a fine hotel for the business traveler.",The Boulevard-St Giles Premier Hotel,"Makati, Philippines",Malaysia,Great hotel in an excellent location,Kuala Lumpur,2016/10/08 22:15:53,4,Mid Valley Expressway
59200,Dreamer028,2015-09-21,If you want to shop in KL and don't want to go out and travel around busy KL just stay here. This hotel is inside Mid Valley megastore (huge shopping centre) and you wont get bored. Hotel is clean and staff are very helpful.,The Boulevard-St Giles Premier Hotel,"Queensland, Australia",Malaysia,Great hotel and location,Kuala Lumpur,2016/10/08 22:15:53,4,Mid Valley Expressway
59200,631hamburger,2015-09-19,Good Rooms attentive Service and delicious food in Kuala Lumpur. Well maintained facilities attentive Service and an interesting location makes this Hotel a good place to stay in Kuala Lumpur. Good city connections by train and by taxi.,The Boulevard-St Giles Premier Hotel,"Hamburg, Germany",Malaysia,Good Hotel foe Busiess and recreation in Kuala Lumpur,Kuala Lumpur,2016/10/08 22:15:53,4,Mid Valley Expressway
59200,TravellerfromSIN,2015-09-16,"Next to 2 malls (mid valley and the Gardens) and a train station (2 stations from Sentral where the KLIA express train stops), location is the hotel's key attractiveness. The hotel is clean and the room adequate but the carpet has certainly seen better days. The front desk was efficient during checkin and out. Buffet breakfast is standard Malaysian fare which was quite enjoyable.",The Boulevard-St Giles Premier Hotel,Singapore,Malaysia,Good location but room has seen better times,Kuala Lumpur,2016/10/08 22:15:54,3,Mid Valley Expressway
59200,R.F. K,2015-09-15,My first experienced staying in the hotel was overwhelming! I booked my room with Agoda.com and when I checked in was upgraded to a premium room with excellent view and the services rendered by both the reception and room staff was excellent. Apart from that the location of the hotel was most convenient and ideal for shopping i.e. Mega Mall.,The Boulevard-St Giles Premier Hotel,,Malaysia,"Hotel Room, Location & Service",Kuala Lumpur,2016/10/08 22:15:54,5,Mid Valley Expressway
59200,GraceLim,2015-09-03,"We have been at this hotel long time ago and we recently we were back again !I would like to take the opportunity to specially THANK Mr Aaron Tan for his professionalism and attention. He has displayed the zest to listen to customers' suggestions and improve further the hotel's service ! He is a gem to the hotel because he is concern and ready to enhance the guests' stay in the hotel.However, the hotel might need a 'face lift' in terms of the carpet, wooden furniture and especially the air-conditioning. However, the hotel has really helped when they offered me a standing fan during my stay.The staff are also polite and hardworking especially in the Wild Rice Restaurant, Mr Walid. During our few days stay, we have observed that Mr Walid has not only served the guests tea and coffee, bring the guests to their seats, note the room numbers etc etc. He has been working non stop during the breakfast hours but he maintains a hearty smile all the time ! Well Done !The house keeping on the 23rd Floor, Ms Rumiati - has been so kind and helpful too. She has kept our room clean and neat all the time..thank you for making our stay such a pleasant one.The downside of this hotel - the parking. If we are to park ourselves, it costs only rm5 per entry but if we do valet, they charge daily rm 20 per 24 hours. It is not easy to find the correct parking that will easily lead us to the hotel and since it is a mega mall, parking is not easy. If only the hotel could offer free valet parking services, that would be good !Nonetheless, the hotel is worth a visit.......",The Boulevard-St Giles Premier Hotel,"Singapore, Singapore",Malaysia,Convenient Hotel Location,Kuala Lumpur,2016/10/08 22:15:54,4,Mid Valley Expressway
59200,Fourth_Monkey,2015-09-01,"I stayed on the 27th floor and had access to the lounge on the 26th floor which I used for breakfast. The hotel is nicely placed for shops and restaurants ate nearby and found some nice bars etc. I also ate in the Hotel and the food was very nice, there wasn't many people in the restaurant however.Room was starting to get a little tired and maybe it's time to re vamp before it gets any worse. My fridge for example didn't work, and a few decoration problems, nothing major.However the service in the hotel, including the laundry service was excellent, staff very polite checkin, and checkout wasn't a hassle. Also I used the transfer service from the airport to the hotel and the driver was excellent. I certainly would use this hotel again.",The Boulevard-St Giles Premier Hotel,"Brighton, United Kingdom",Malaysia,Overall nice hotel,Kuala Lumpur,2016/10/08 22:15:54,4,Mid Valley Expressway
59200,JilianTan,2015-08-30,"I always get a great experience to stay in The Boulevard-St Giles Premier Hotel with best location - connected to Mid Valley Mall ; the LRT station and the room comfort is amazing, including the beds, amenities and facilities.  Beds are really comfortable and are the kind you dont want to get up from !   Overall, I'll definitely come back and stay at this hotel.",The Boulevard-St Giles Premier Hotel,"Singapore, Singapore",Malaysia,I Like This Hotel,Kuala Lumpur,2016/10/08 22:15:54,5,Mid Valley Expressway
59200,DaveandDaria,2015-08-19,Hotel is not bad. Company paid. Next to Mid Valley Mall so handy for shops. Strip of bars and restaurants nearby. Fancy shopping mall next door called Gardens. Crazy traffic in surrounding area. Must be better hotels in the area.,The Boulevard-St Giles Premier Hotel,"Kota Kinabalu, Malaysia",Malaysia,Average Hotel,Kuala Lumpur,2016/10/08 22:15:55,3,Mid Valley Expressway
59200,ColBeard,2015-08-19,"My experience at the Boulevard was really good for the third year running. The swimming pool is absolutely fabulous and there is a small area for children too. The gymnasium is very well equipped and spacious and it overlooks the swimming pool. Breakfast is as you would expect: a cosmopolitan affair with everything you could wish for. The food is well presented and nicely cooked. Outside there are seats right next to a long thin pool full of small carp and other goldfish. Sat next to this area you only have to glance at the fish and you feel extremely relaxed sat having a coffee and breakfast and reading the paper, away from more the hustle bustle of the many people in the dining room. The room I stayed in was lovely and spotlessly clean. It was spacious, bright and comfortable. I slept well in the giant bed and was the bedding was a little tired some people say on reviews and maybe the decor a little bit plain, but for me these were not a problem. The staff are friendly and helpful. There is a pleasant mood in this hotel. The hotel is surrounded by and indeed connected directly to shopping malls. This is convenient in terms of buying anything or just browsing or going for a coffee somewhere. There are plenty of places to eat in the Mall and to meet people. I had a couple of business meetings in the mall and it was very pleasant. My only difficulty as a business traveller was that the Boulevard Internet was unsatisfactory for the first day: but when speaking to a technical expert it appears there are two Wi-Fi options and one of them is titled SBLV which on the second day gave me exceptional reception. It was just so frustrating that I had already spent wasted time trying to contact people, access my emails, Skype and generally conduct my business. Front of desk staff do need to be informed so that any complaints can be dealt with instead of the simple 'I will reconnect you sire please try again in 2 minutes! This hotel is in my view a good place to stay.",The Boulevard-St Giles Premier Hotel,"Sheffield, United Kingdom",Malaysia,A lovely place to stay,Kuala Lumpur,2016/10/08 22:15:55,5,Mid Valley Expressway
59200,DNAseI,2015-08-15,"The hotel is OK. Strategically located next to the Mid Valley Mega Mall, you can't fault it. Next to this hotel is also the more upmarket Gardens Mall.They gave me a pretty good room but they do not have a ""no smoking"" policy and the elevator lobby is always filled with cigarette smoke odor.The room is excellent. Sleep quality is good and the views from the room are excellent. However I guess age is catching up and maintenance is needed because I returned to my room to discover a leaking ceiling. Fortunately not over the bed. They sent maintenance to fix it. I appreciate that prompt attention given for this.",The Boulevard-St Giles Premier Hotel,"Singapore, Singapore",Malaysia,Next to the Mid Valley Mega Mall,Kuala Lumpur,2016/10/08 22:15:55,4,Mid Valley Expressway
59200,BigDeeDubya,2015-08-14,"Stayed for 2 nights during a work trip but this place doesn't deliver anything special.The rooms are showing their age, beds are extremely firm, furniture showing plenty of knocks and scrapes.There was also a lot of noise from the bars surrounding the mall even though I was on the top (28th) floor, so don't expect an early night on Thursday/ Friday.The meeting facilities were OKLunch buffet offered a limited selectionBut the gym was pretty good.",The Boulevard-St Giles Premier Hotel,"Singapore, Singapore",Malaysia,Ok it you're on a budget,Kuala Lumpur,2016/10/08 22:15:55,3,Mid Valley Expressway
59200,AylmerW,2015-08-14,"The hotel was strategically located at Midvalley Mall, Kuala Lumpur. It was connected to the mall and various types of food can be easily found. The hotel has a swimming pool, fitness centre and wifi. (however, Wifi was a bit slow) The room was clean and staffs were quite friendly.",The Boulevard-St Giles Premier Hotel,Kuching,Malaysia,Strategic Value For Money Hotel in Kuala Lumpur,Kuala Lumpur,2016/10/08 22:15:55,4,Mid Valley Expressway
59200,alkalinesoap,2015-08-10,"there are three hotels here and i choose the boulevard as it is priced in the middle. i had a late check in as my flight got delayed due to weather. reaching the hotel at 830pm, i was then told that only one of my rooms was ready and i had to wait for an hour for the other, alternatively, they could give me another room immediately but it was on another floor. fair enough, we decided to go for dinner first and get the room later. we went up to the room to place our bags. the room was standard, flat tv, ambient lights, iron and ironing board, digital bathroom scale. i discovered that the hotel room was incomplete : no bath towels, no bath mat, no liquid soap but two bottles of conditioning shampoo. surely the missing items issue was easily rectified - a phone call to the reception found me explaining what a bath mat was - essentially a towel that is made to be put on the floor to keep the rest of the toilet floor dry. not more than 5 minutes later (it was very fast really), a knock came and two towels were delivered. so i had to place a second call to ask for a bath mat and soap. this time i called housekeeping direct - the staff on the line just confirmed that i would like a bath mat and before i could say i wanted liquid soap too, the said thankyougoodbye. i did not bother calling a third time. we went out for dinner and when we returned and picked up the key to the other room, it was done up completely, with nothing missing. sleep was undisturbed for me but the people in the other room was disturbed by things that go bump in the night. cant help it on that front can we? anyways the beds were comfortable, the aircon was in good working condition and i liked how there were two shower head options, one hand held and one directly above your head so it can simulate rain. i also tried the gym, it was more than adequate: free weights, machines, exercise mat, treadmill and cycles and even a punching bag. one thing i liked about the hotel was that it felt like an extra security feature that the lift can only be activated if you slot in your card at the lift console in the lift and press for your floor. you are unable to access the other floors with your card except for the common facilities floors. too bad the receptionist did not tell me and i spent 5 minutes in a stationary lift trying to figure why it was not moving. All in all, a good enought but i would like to try the gardens next time.",The Boulevard-St Giles Premier Hotel,"Singapore, Singapore",Malaysia,a nice enough hotel to stay in for just a weekend of doing nothing,Kuala Lumpur,2016/10/08 22:15:57,3,Mid Valley Expressway
59200,Oliver Q,2015-07-31,"It was perfect. I found everything organised and efficient. The staff exudes a degree of pride and confidence, from check in to check out. The breakfast spread was excellent, neither miserly nor overly pompous. I had a great time! Thank you Boulevard - St Giles!",The Boulevard-St Giles Premier Hotel,,Malaysia,It was perfect.,Kuala Lumpur,2016/10/08 22:15:57,5,Mid Valley Expressway
59200,robbiel2005,2015-07-20,"I stayed at St Giles Boulevard during the June school holidays 2015. The stay was pleasant as usual. Check-in was prompt with Felix at the front desk. I had requested for a high floor and I was given a very nice and comfortable room on the 19th floor. Only problem was that on the day I was checking out, June 8 Monday, the fire alarm went off. It also so happens that i had just walked to the lift lobby and then when the lift lobby doors suddenly closed, I was trapped me in the lift lobby. The only alternative I had was to take the stairs down but I had my 23 kg luggage with me so I just had to wait for something like 20 minutes before everything came back on. Fortunately, check out was easy and the staff apologised profusely and wished me well. I managed to leave on time to have lunch and make my flight back.However, on the plus side and without more adventure, my stay was peaceful otherwise. I was afraid to see boisterous school kids and worried parents running around but thankfully nothing like that happened. Room service was decent. Theres a lot of food establishments around the area so no worries. I always like St Giles Boulevard because the room comfort is amazing, including the beds, amenities and facilities. Beds are really comfortable and are the kind you dont want to get up from! Haha! Robbie out!",The Boulevard-St Giles Premier Hotel,"Singapore, Singapore",Malaysia,BOULEVARD-ST GILES HOTEL - SUPER COMFORTABLE,Kuala Lumpur,2016/10/08 22:15:57,5,Mid Valley Expressway
59200,JensA2009,2015-07-13,"Hi all,Stayed here for another business trip. Got an early check-in as requested at no extra cost, nice room on the top floor with a view on KLCC.The hotel is inside a huge shopping mall, and close to another big shopping mall... if you are into that. For me personally, I took the nearby train/metro to the city center to get some good local food etc.Good free wifi connectionDecent breakfastProper Gym and poolAll in all very pleasant stay!",The Boulevard-St Giles Premier Hotel,"Antwerp, Belgium",Malaysia,Very pleasant stay,Kuala Lumpur,2016/10/08 22:15:57,5,Mid Valley Expressway
59200,GardensValley,2015-07-13,"Stayed in room 1517 in spring and found it deceiving .Above all there is some noisy engine in front of the window constantly working.Then the carpet was ruined and traces of mould were scattered around the bathroom, plus the water sometimes came out yellowish.But wi........................fi was so.................slow !!!Main advantage is the location next to mid valley and gardens shopping centers.",The Boulevard-St Giles Premier Hotel,"Rome, Italy",Malaysia,Renovating needed,Kuala Lumpur,2016/10/08 22:15:57,3,Mid Valley Expressway
59200,Elvina K,2015-07-12,"If budget is not your concern, having Boulevard Hotel as your place to stay is a good choice. I always come here as Boulevard is closed to my business area. It is surrounded by malls, condominium, train station, federal highway, and bus stand. Last month, I stayed with my kids and they felt comfortable as well. Because when I had meetings, they can easily spend time in the mall for playing, eating, or swimming at the hotel.The staffs are also nice. When they see kids without parents, they promptly ask and find out where their parents are to make sure the kids are safe.",The Boulevard-St Giles Premier Hotel,,Malaysia,"Either business or family, it's a nice place!",Kuala Lumpur,2016/10/08 22:15:58,4,Mid Valley Expressway
59200,Razak A,2015-07-08,"I didn't regret Iftar at Boulevard St Giles Wild Rice Restaurant . People are very friendly, always helped if the question occurred. Nice food awesome , clear and beautiful! It is in the center of shopping mall so it is close to all things we needed. Thank you for all staff at the Wild Rice Restaurant!",The Boulevard-St Giles Premier Hotel,,Malaysia,Iftar at Boulevard St Giles Kuala Lumpur at Wild Rice Restaurant.,Kuala Lumpur,2016/10/08 22:15:58,5,Mid Valley Expressway
59200,Swee L,2015-07-08,"The Boulevard Hotel is located mid-way between Kuala Lumpur city and Petaling Jaya. It's right in the big Mid-Valley and Gardens Shopping Mall vicinity which makes shopping absolutely convenient. Prestige brands like LV, Prada & Gucci to Forever 21, Mango & Zara are some of the retail shops here. In addition, there are many restaurants, cafes & 3 supermarkets located in Mid-Valley Shopping Mall. Travelling to nearby surburbs like Bangsar or Petaling Jaya is also very convenient as there are taxis located just by the side door of the hotel. Get the concierge to assist you. There is also a train station (KTM) next to the hotel & Mid-Valley which can take you to the Sentral Station for just a few ringgit. From Sentral you can take the ERL (Express Rail) to the airport which is a good experience for 1 or 2 persons. If there are more of you, it's better to ask for hotel/airport transfer. You can get free wifi in the hotel room & lobby. Staff are friendly and efficient. The room rates are good if you book online through Agoda or Hotel.com depending on offers. Shower is great and the beds are comfortable. Room size is also good. There are non-smoking rooms available. Top floor facing city is best.",The Boulevard-St Giles Premier Hotel,"Kuala Lumpur, Malaysia",Malaysia,Absolutely Great Location!,Kuala Lumpur,2016/10/08 22:15:58,4,Mid Valley Expressway
59200,Creten22,2015-07-05,"It looks that this time I had a more updated room. However the carpets still need changing.Stable and fast internet connextion.I do not know if my previous remarks, concerning the lounge snacks were taken into account but now the snacks were definitely warm.The lounge service was very friendly and professional also an improvement compared to my last visit.In short I am glad that I returned.",The Boulevard-St Giles Premier Hotel,"Crecy-la-Chapelle, France",Malaysia,A return visit which was positively better than the previous stay.,Kuala Lumpur,2016/10/08 22:15:58,4,Mid Valley Expressway
59200,iliRaiesa,2015-06-24,Hotel is in a good location in Bangsar. Shopping malls are located nearby. Hotel is very clean and staffs are friendly and accommodating. Rooms are big and breakfast are not disappointing. Will recommend others who intend to stay in Bangsar area.,The Boulevard-St Giles Premier Hotel,"Singapore, Singapore",Malaysia,Good location and affordable priced,Kuala Lumpur,2016/10/08 22:15:58,4,Mid Valley Expressway
59200,Lisa S,2015-06-19,"This is my second stay at this hotel. Staff are friendly, efficient, pleasant and very helpful. The location is great for shopping and food, which suits me very well. I visit Kuala Lumpur every year and have used this hotel for past 2 years and will continue to do so for all my future trips to Kuala Lumpur. It's good value for money for 5 star hotel!",The Boulevard-St Giles Premier Hotel,,Malaysia,Great location!,Kuala Lumpur,2016/10/08 22:15:59,5,Mid Valley Expressway
59200,Muhammed S,2015-06-19,"Staff were friendly and goodLocation fantasticGreat facilitiesBut..Eggs were gone off on the first day, although the manager apologised profusely which was great to see.Wifi is slowToilet system flushes very slowly",The Boulevard-St Giles Premier Hotel,"Durban, South Africa",Malaysia,"""Great Location, clean, friendly staff....""",Kuala Lumpur,2016/10/08 22:15:59,4,Mid Valley Expressway
